failure_taxonomy_id,source_table,benchmark_row_id,dataset_id,task_id,method_id,route_label,failure_class,failure_reason,evidence_pointer,claim_downgrade,artifact_registry_ids,severity,split_id,seed,control_level
ft_32e4fa246b1e,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,always_true_neighbor_mean,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,0,missing_panel_or_target_dropout_signal
ft_2381c675e8af,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,0,missing_panel_or_target_dropout_signal
ft_9392bdf1114a,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,0,missing_panel_or_target_dropout_signal
ft_149250f31594,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,0,missing_panel_or_target_dropout_signal
ft_d915a1e4afa6,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,always_true_neighbor_mean,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,1,missing_panel_or_target_dropout_signal
ft_88eae430b033,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,1,missing_panel_or_target_dropout_signal
ft_91965c637525,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,1,missing_panel_or_target_dropout_signal
ft_579e242cce13,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,1,missing_panel_or_target_dropout_signal
ft_ae8dd81d8be4,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,always_true_neighbor_mean,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,2,missing_panel_or_target_dropout_signal
ft_f2ede1ea74d4,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,2,missing_panel_or_target_dropout_signal
ft_d10cb890350f,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,2,missing_panel_or_target_dropout_signal
ft_035d2b6ea2c0,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,gse310352_cosmx_pdac_1k,positive_null_control_ladder,random_neighbor_control_model,context_allowed,panel_lacks_downstream_genes,Synthetic missing-panel/dropout control blocks target evidence.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:gse310352_cosmx_pdac_1k:unit_hash_split:seed2:missing_panel_or_target_dropout_signal,downgrade_pathway_or_lr_panel_claim,cp_q3_positive_null_ladder,medium,unit_hash_split,2,missing_panel_or_target_dropout_signal
ft_227d834f20ef,contextgate_benchmark_manifest.dataset_cards,htapp_mbc_scp2702_merfish:dataset_card,htapp_mbc_scp2702_merfish,dataset_access,not_applicable,rejected_or_skipped,access_or_schema_blocker,Dataset is rejected or access-blocked for benchmark use: inaccessible_or_gated_source.,results/reports/cp6l_final_dataset_workflow_source_access.md,rejected_dataset_ledger_only,contextgate_benchmark_manifest,high,not_recorded,not_recorded,not_applicable
ft_2f43662b03bd,contextgate_benchmark_manifest.dataset_cards,private_or_login_only_sources:dataset_card,private_or_login_only_sources,dataset_access,not_applicable,rejected_or_skipped,access_or_schema_blocker,Dataset is rejected or access-blocked for benchmark use: inaccessible_or_gated_source.,CP-Q0.5_rejection_policy,rejected_dataset_ledger_only,contextgate_benchmark_manifest,high,not_recorded,not_recorded,not_applicable
ft_feeff846e7a3,contextgate_benchmark_manifest.dataset_cards,scrna_visium_deconvolution_cell_claim:dataset_card,scrna_visium_deconvolution_cell_claim,dataset_access,not_applicable,rejected_or_skipped,access_or_schema_blocker,Dataset is rejected or access-blocked for benchmark use: missing_cell_level_coordinates.,CP-Q0.5_rejection_policy,rejected_dataset_ledger_only,contextgate_benchmark_manifest,high,not_recorded,not_recorded,not_applicable
ft_d274f9af341a,contextgate_benchmark_manifest.dataset_cards,standard_visium_spot_level_only:dataset_card,standard_visium_spot_level_only,dataset_access,not_applicable,rejected_or_skipped,access_or_schema_blocker,Dataset is rejected or access-blocked for benchmark use: missing_cell_level_coordinates.,CP-Q0.5_rejection_policy,rejected_dataset_ledger_only,contextgate_benchmark_manifest,high,not_recorded,not_recorded,not_applicable
ft_eefc0084c9e9,run_context_utility,cus_002,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,expression_absorbs_signal,Neighbor context did not explain held-out residual signal beyond the center/expression-only baseline.,results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_002,prefer_expression_only_baseline,xenium_breast_biomarkers_v1/CP-4.11/cp6a_loader_smoke,high,not_recorded,not_recorded,not_applicable
ft_d52120387aeb,run_context_utility,cus_003,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,expression_absorbs_signal,Neighbor context did not explain held-out residual signal beyond the center/expression-only baseline.,results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_003,prefer_expression_only_baseline,xenium_breast_biomarkers_v1/CP-4.11/cp6b_loader_top4_s1000,high,not_recorded,not_recorded,not_applicable
ft_47373afd6133,run_context_utility,cus_004,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,expression_absorbs_signal,Neighbor context did not explain held-out residual signal beyond the center/expression-only baseline.,results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_004,prefer_expression_only_baseline,xenium_breast_biomarkers_v1/CP-4.11/cp6c_loader_all12_s500,high,not_recorded,not_recorded,not_applicable
ft_979e163c279b,method_predictions,contextgate_bench_v0_cp_q2_smoke:always_true_neighbor_mean:1,xenium_breast_biomarkers_v1,context_utility_detection,always_true_neighbor_mean,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:always_true_neighbor_mean:1,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_bcfce155e80b,method_predictions,contextgate_bench_v0_cp_q2_smoke:always_true_neighbor_mean:2,xenium_breast_biomarkers_v1,context_utility_detection,always_true_neighbor_mean,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:always_true_neighbor_mean:2,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_df8f7556ad50,method_predictions,contextgate_bench_v0_cp_q2_smoke:always_true_neighbor_mean:3,xenium_breast_biomarkers_v1,context_utility_detection,always_true_neighbor_mean,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:always_true_neighbor_mean:3,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_cc7fb13b4dd8,method_predictions,contextgate_bench_v0_cp_q2_smoke:coordinate_shuffled_control_model:1,xenium_breast_biomarkers_v1,context_utility_detection,coordinate_shuffled_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:coordinate_shuffled_control_model:1,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_466fb2edd545,method_predictions,contextgate_bench_v0_cp_q2_smoke:coordinate_shuffled_control_model:2,xenium_breast_biomarkers_v1,context_utility_detection,coordinate_shuffled_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:coordinate_shuffled_control_model:2,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_91ec5a1a07d4,method_predictions,contextgate_bench_v0_cp_q2_smoke:coordinate_shuffled_control_model:3,xenium_breast_biomarkers_v1,context_utility_detection,coordinate_shuffled_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:coordinate_shuffled_control_model:3,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_8e0051aa94a2,method_predictions,contextgate_bench_v0_cp_q2_smoke:distant_neighbor_control_model:1,xenium_breast_biomarkers_v1,context_utility_detection,distant_neighbor_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:distant_neighbor_control_model:1,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_88ff16f5a78a,method_predictions,contextgate_bench_v0_cp_q2_smoke:distant_neighbor_control_model:2,xenium_breast_biomarkers_v1,context_utility_detection,distant_neighbor_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:distant_neighbor_control_model:2,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_0f9b28c383ad,method_predictions,contextgate_bench_v0_cp_q2_smoke:distant_neighbor_control_model:3,xenium_breast_biomarkers_v1,context_utility_detection,distant_neighbor_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:distant_neighbor_control_model:3,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_4d903daa8db0,method_predictions,contextgate_bench_v0_cp_q2_smoke:random_neighbor_control_model:1,xenium_breast_biomarkers_v1,context_utility_detection,random_neighbor_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:random_neighbor_control_model:1,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_5eab363688ea,method_predictions,contextgate_bench_v0_cp_q2_smoke:random_neighbor_control_model:2,xenium_breast_biomarkers_v1,context_utility_detection,random_neighbor_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:random_neighbor_control_model:2,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_59ea9f39bfdd,method_predictions,contextgate_bench_v0_cp_q2_smoke:random_neighbor_control_model:3,xenium_breast_biomarkers_v1,context_utility_detection,random_neighbor_control_model,full_context,fov_or_sample_artifact,Method used context on a row whose evidence label is expression-only.,results/reports/cp_q2_method_comparison/method_predictions.parquet#contextgate_bench_v0_cp_q2_smoke:random_neighbor_control_model:3,no_spatial_neighbor_claim_without_controls,cp_q2_method_comparison,medium,heldout_evaluation,0,not_applicable
ft_60bf4c1d89f1,run_context_utility,cus_002,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,insufficient_power,"Evidence is underpowered, metadata-only, FDR-uncontrolled, or preflight/borderline rather than strict replicated benchmark evidence.",results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_002,abstain_until_more_power_or_replicates,xenium_breast_biomarkers_v1/CP-4.11/cp6a_loader_smoke,low,not_recorded,not_recorded,not_applicable
ft_febcea7500b8,run_context_utility,cus_003,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,insufficient_power,"Evidence is underpowered, metadata-only, FDR-uncontrolled, or preflight/borderline rather than strict replicated benchmark evidence.",results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_003,abstain_until_more_power_or_replicates,xenium_breast_biomarkers_v1/CP-4.11/cp6b_loader_top4_s1000,low,not_recorded,not_recorded,not_applicable
ft_bf25568dc17b,run_context_utility,cus_004,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,insufficient_power,"Evidence is underpowered, metadata-only, FDR-uncontrolled, or preflight/borderline rather than strict replicated benchmark evidence.",results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_004,abstain_until_more_power_or_replicates,xenium_breast_biomarkers_v1/CP-4.11/cp6c_loader_all12_s500,low,not_recorded,not_recorded,not_applicable
ft_9d816a50eac4,run_context_utility,cus_002,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,panel_lacks_downstream_genes,Panel or target coverage is too limited for broad ligand-receptor/pathway residual claims.,results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_002,downgrade_pathway_or_lr_panel_claim,xenium_breast_biomarkers_v1/CP-4.11/cp6a_loader_smoke,medium,not_recorded,not_recorded,not_applicable
ft_70cf74b12e2e,run_context_utility,cus_003,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,panel_lacks_downstream_genes,Panel or target coverage is too limited for broad ligand-receptor/pathway residual claims.,results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_003,downgrade_pathway_or_lr_panel_claim,xenium_breast_biomarkers_v1/CP-4.11/cp6b_loader_top4_s1000,medium,not_recorded,not_recorded,not_applicable
ft_2ec2e3ad00d9,run_context_utility,cus_004,xenium_breast_biomarkers_v1,context_utility_detection,contextgate_evidence_gate,expression_only,panel_lacks_downstream_genes,Panel or target coverage is too limited for broad ligand-receptor/pathway residual claims.,results/reports/cp_r1_context_utility_atlas/run_context_utility.parquet#cus_004,downgrade_pathway_or_lr_panel_claim,xenium_breast_biomarkers_v1/CP-4.11/cp6c_loader_all12_s500,medium,not_recorded,not_recorded,not_applicable
ft_3f6ab8f5daea,stratum_context_utility,cus_002:residual_signal_gate_passed,xenium_breast_biomarkers_v1,not_recorded,contextgate_evidence_gate,expression_only,expression_absorbs_signal,second-dataset residual signal gate passed,results/reports/cp_r1_context_utility_atlas/stratum_context_utility.parquet#cus_002:residual_signal_gate_passed,prefer_expression_only_baseline,xenium_breast_biomarkers_v1/CP-4.11,medium,not_recorded,not_recorded,registered_gate
ft_7977ad4a914c,stratum_context_utility,cus_003:residual_signal_gate_passed,xenium_breast_biomarkers_v1,not_recorded,contextgate_evidence_gate,expression_only,expression_absorbs_signal,second-dataset residual signal gate passed,results/reports/cp_r1_context_utility_atlas/stratum_context_utility.parquet#cus_003:residual_signal_gate_passed,prefer_expression_only_baseline,xenium_breast_biomarkers_v1/CP-4.11,medium,not_recorded,not_recorded,registered_gate
ft_e56bf96b3559,stratum_context_utility,cus_004:residual_signal_gate_passed,xenium_breast_biomarkers_v1,not_recorded,contextgate_evidence_gate,expression_only,expression_absorbs_signal,second-dataset residual signal gate passed,results/reports/cp_r1_context_utility_atlas/stratum_context_utility.parquet#cus_004:residual_signal_gate_passed,prefer_expression_only_baseline,xenium_breast_biomarkers_v1/CP-4.11,medium,not_recorded,not_recorded,registered_gate
ft_efac1eb83ca6,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,always_true_neighbor_mean,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_421d6e586e78,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,cellpack_packed_context_tiny,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_10c4f162e6d6,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_34caa783bb4d,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,distant_neighbor_control_model,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_328e768957cf,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,ligand_receptor_pathway_heuristic,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_2481039b06e1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,lightweight_graphsage_aggregation,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_d06faf77c631,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,random_neighbor_control_model,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_be1db9f7f302,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,spatial_statistics_heuristic,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:fov_or_sample_confounded_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,fov_or_sample_confounded_signal
ft_68ea102c4cd1,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:null_no_context_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,always_true_neighbor_mean,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:null_no_context_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,null_no_context_signal
ft_7ecfd49da83d,positive_control_ladder,contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:null_no_context_signal,xenium_breast_biomarkers_v1,positive_null_control_ladder,coordinate_shuffled_control_model,context_allowed,fov_or_sample_artifact,Method treats confounded or null synthetic structure as neighbor-context signal.,results/reports/cp_q3_positive_null_control_ladder/positive_control_ladder.parquet#contextgate_bench_v0_cp_q3_smoke:xenium_breast_biomarkers_v1:fov_holdout:seed0:null_no_context_signal,no_spatial_neighbor_claim_without_controls,cp_q3_positive_null_ladder,medium,fov_holdout,0,null_no_context_signal
